exon_id	logit_mean_psi	Retina - Eye	RPE/Choroid/Sclera - Eye	Subcutaneous - Adipose	Visceral (Omentum) - Adipose	Adrenal Gland	Aorta - Artery	Coronary - Artery	Tibial - Artery	Bladder	Amygdala - Brain	Anterior cingulate - Brain	Caudate nucleus - Brain	Cerebellar Hemisphere - Brain	Cerebellum - Brain	Cortex - Brain	Frontal Cortex - Brain	Hippocampus - Brain	Hypothalamus - Brain	Nucleus accumbens - Brain	Putamen - Brain	Spinal cord (C1) - Brain	Substantia nigra - Brain	Mammary Tissue - Breast	EBV-xform lymphocytes - Cells	Leukemia (CML) - Cells	Xform. fibroblasts - Cells	Ectocervix - Cervix	Endocervix - Cervix	Sigmoid - Colon	Transverse - Colon	Gastroesoph. Junc. - Esophagus	Mucosa - Esophagus	Muscularis - Esophagus	Fallopian Tube	Atrial Appendage - Heart	Left Ventricle - Heart	Cortex - Kidney	Liver	Lung	Minor Salivary Gland	Skeletal - Muscle	Tibial - Nerve	Ovary	Pancreas	Pituitary	Prostate	Not Sun Exposed - Skin	Sun Exposed (Lower leg) - Skin	Ileum - Small Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood	Retina - Eye_pred_delta_logit	RPE/Choroid/Sclera - Eye_pred_delta_logit	Subcutaneous - Adipose_pred_delta_logit	Visceral (Omentum) - Adipose_pred_delta_logit	Adrenal Gland_pred_delta_logit	Aorta - Artery_pred_delta_logit	Coronary - Artery_pred_delta_logit	Tibial - Artery_pred_delta_logit	Bladder_pred_delta_logit	Amygdala - Brain_pred_delta_logit	Anterior cingulate - Brain_pred_delta_logit	Caudate nucleus - Brain_pred_delta_logit	Cerebellar Hemisphere - Brain_pred_delta_logit	Cerebellum - Brain_pred_delta_logit	Cortex - Brain_pred_delta_logit	Frontal Cortex - Brain_pred_delta_logit	Hippocampus - Brain_pred_delta_logit	Hypothalamus - Brain_pred_delta_logit	Nucleus accumbens - Brain_pred_delta_logit	Putamen - Brain_pred_delta_logit	Spinal cord (C1) - Brain_pred_delta_logit	Substantia nigra - Brain_pred_delta_logit	Mammary Tissue - Breast_pred_delta_logit	EBV-xform lymphocytes - Cells_pred_delta_logit	Leukemia (CML) - Cells_pred_delta_logit	Xform. fibroblasts - Cells_pred_delta_logit	Ectocervix - Cervix_pred_delta_logit	Endocervix - Cervix_pred_delta_logit	Sigmoid - Colon_pred_delta_logit	Transverse - Colon_pred_delta_logit	Gastroesoph. Junc. - Esophagus_pred_delta_logit	Mucosa - Esophagus_pred_delta_logit	Muscularis - Esophagus_pred_delta_logit	Fallopian Tube_pred_delta_logit	Atrial Appendage - Heart_pred_delta_logit	Left Ventricle - Heart_pred_delta_logit	Cortex - Kidney_pred_delta_logit	Liver_pred_delta_logit	Lung_pred_delta_logit	Minor Salivary Gland_pred_delta_logit	Skeletal - Muscle_pred_delta_logit	Tibial - Nerve_pred_delta_logit	Ovary_pred_delta_logit	Pancreas_pred_delta_logit	Pituitary_pred_delta_logit	Prostate_pred_delta_logit	Not Sun Exposed - Skin_pred_delta_logit	Sun Exposed (Lower leg) - Skin_pred_delta_logit	Ileum - Small Intestine_pred_delta_logit	Spleen_pred_delta_logit	Stomach_pred_delta_logit	Testis_pred_delta_logit	Thyroid_pred_delta_logit	Uterus_pred_delta_logit	Vagina_pred_delta_logit	Whole Blood_pred_delta_logit
GT_06729	-5.150831610088956	0.601628472	0.633603405	0.390393241	0.492583999	0.439295456	0.883650029	0.757241886	0.931041717	0.26916316	0.704945425	0.766540786	0.587322635	0.656417967	0.79123216	0.427812248	0.464702497	0.31724854	0.643573571	0.479002777	0.430488717	0.299684823	0.651419103	0.507094118	0.292178861	0.381727046	0.426095106	0.346642253	1.527480945	0.507868804	0.632461672	0.516091413	0.434525346	0.389568593	0.411753496	0.315327395	0.378127758	1.021681486	0.601291716	0.652833167	0.304102974	0.344765976	0.620351688	0.667259551	0.777264456	0.710662694	0.483120209	0.347585008	0.343870561	0.679451344	0.622668684	0.468919884	0.886291961	1.0871675	0.948234561	0.585524029	0.423737863	0.53515625	0.11425781	-0.66015625	0.66015625	0.091796875	0.011108398	-0.47070312	0.27539062	-0.088378906	-0.51953125	0.25585938	0.09375	-0.31054688	0.02319336	-0.05126953	0.7734375	-0.28125	0.08935547	-0.21191406	-0.14941406	-0.07128906	0.26367188	-0.15234375	-0.05859375	-0.21582031	-0.41992188	-0.53515625	0.6328125	-0.2734375	-0.84765625	-0.01940918	-0.27148438	-0.6015625	-0.36328125	0.32617188	-0.234375	0.051513672	0.05444336	-0.62109375	0.011474609	0.3828125	0.74609375	-0.33984375	-0.765625	-0.010070801	0.32421875	-0.09082031	-0.49023438	0.61328125	0.53125	-0.31835938	-0.080566406	0.515625	0.31835938	0.57421875	-0.17871094
GT_06903	6.717472642394176	100.0	100.0	99.87102839	99.73275242	99.81003662	99.8287676	99.97306034	99.95727862	100.0	100.0	100.0	99.19347557	100.0	100.0	100.0	100.0	99.60996777	100.0	100.0	100.0	100.0	99.74619289	99.89234121	99.8035319	99.71142225	99.78682781	100.0	100.0	99.78050655	99.92759875	99.95442297	99.94036647	99.87020323	100.0	99.94601662	99.87170139	99.5535625	99.93045341	99.82989231	99.97063455	99.86175598	99.84891634	99.93229519	99.85285012	99.86510791	100.0	99.90621639	99.88101685	99.94388552	99.91547126	99.91404768	99.32955419	99.90091579	99.85909993	99.93841332	99.79288294	0.55078125	0.125	-0.6484375	0.671875	0.10253906	0.032470703	-0.49609375	0.25585938	-0.07128906	-0.53125	0.24902344	0.095703125	-0.34765625	-0.014953613	-0.068359375	0.7421875	-0.28125	0.08642578	-0.19824219	-0.16796875	-0.10498047	0.23144531	-0.15039062	-0.016601562	-0.20214844	-0.42578125	-0.52734375	0.6015625	-0.23730469	-0.8359375	0.008483887	-0.25390625	-0.609375	-0.35351562	0.33398438	-0.22851562	0.044921875	0.08300781	-0.58984375	0.0045166016	0.38671875	0.765625	-0.33789062	-0.7265625	-0.021362305	0.31445312	-0.07910156	-0.46875	0.61328125	0.55078125	-0.31054688	-0.05859375	0.48828125	0.2890625	0.5625	-0.17382812
GT_09423	-4.486460506086212	0.57954544	1.705283093	0.948159603	0.912893672	0.738276628	1.040535245	1.37969601	1.055466304	1.518925887	0.279358924	0.478730729	0.476186944	0.627448153	0.7537486	0.439207045	0.754827888	0.358732029	0.540419586	0.264043459	0.363740561	0.927724609	0.730772654	1.131364773	0.881652447	0.18012162	0.73058114	2.356182044	0.0	1.294098657	0.615014422	0.725735235	0.801452041	1.252515213	0.892928571	0.730717436	0.651837221	1.630283148	1.111477849	0.682222756	0.622511583	1.217161542	1.341294187	0.781746356	1.384835704	0.822231453	1.581588314	0.615101988	0.86987969	1.231008194	1.70499181	1.955677468	12.28659358	1.17943498	0.709432489	0.550219819	0.960630717	0.5546875	0.140625	-0.6171875	0.65234375	0.115722656	0.0115356445	-0.5	0.25195312	-0.06640625	-0.5390625	0.23535156	0.096191406	-0.38671875	-0.025512695	-0.053955078	0.73828125	-0.28125	0.06298828	-0.18847656	-0.16796875	-0.07373047	0.22949219	-0.13964844	-0.012451172	-0.19238281	-0.44335938	-0.51171875	0.60546875	-0.26367188	-0.8125	0.011108398	-0.26367188	-0.609375	-0.34960938	0.328125	-0.234375	0.061523438	0.08642578	-0.59375	0.0037231445	0.36132812	0.76953125	-0.36523438	-0.734375	-0.009277344	0.31445312	-0.09082031	-0.46679688	0.62109375	0.5390625	-0.3203125	-0.05126953	0.49023438	0.29492188	0.58203125	-0.18554688
GT_10219	-4.538439888468509	1.80642983	4.819840215	4.839624246	1.38311405	0.730164534	0.634516497	0.452348738	2.036196833	0.0	0.491115092	0.54352203	0.67126595	0.261179317	0.467286215	0.593789299	0.279737058	0.617693783	0.04132562	0.588558106	0.786183396	0.0	0.0	1.234379354	0.0		0.0	0.0	0.0	0.785895131	0.449724602	0.896139778	1.752224058	0.727066595	0.0	0.174180581	0.044932731	2.247286452	0.0	1.041414533	1.66676732	0.460514724	3.58565793	0.377368684	0.0	0.749507348	0.200410822	3.784748745	5.686008894	0.421943038	2.848331035	0.607941297	2.731001472	1.023824766	1.590265988	1.042086213	0.0	0.55859375	0.14941406	-0.6171875	0.640625	0.11328125	-0.000333786	-0.51171875	0.23925781	-0.06933594	-0.53515625	0.24609375	0.08203125	-0.39648438	-0.025878906	-0.048583984	0.74609375	-0.27148438	0.068847656	-0.19726562	-0.16015625	-0.072265625	0.23632812	-0.13769531	-0.016723633	-0.19042969	-0.44921875	-0.49609375	0.625	-0.26367188	-0.80078125	0.0115356445	-0.27148438	-0.62109375	-0.37109375	0.33203125	-0.24414062	0.057861328	0.087402344	-0.58984375	0.010864258	0.37109375	0.77734375	-0.35546875	-0.76171875	-0.011291504	0.32226562	-0.10644531	-0.46289062	0.62109375	0.54296875	-0.33398438	-0.04663086	0.48242188	0.29296875	0.578125	-0.19140625
GT_10356	5.645725405425494	100.0	100.0	99.05315791	99.52387974	100.0	99.46762302	99.68390004	99.57611937	100.0	99.39470627	100.0	100.0	99.73174221	100.0	99.69812726	99.77958015	100.0	100.0	100.0	99.78354978	100.0	99.32873226	99.18674413	99.2945151	100.0	99.79148842	98.77357934	100.0	99.37979281	99.78240225	99.60050782	99.88417861	99.59721647	98.79515873	99.80364982	99.70995857	98.86473452	100.0	99.54434633	99.78779797	99.7951054	99.41031356	99.53248388	100.0	99.7610981	99.89632611	98.16532626	98.68645724	99.61091025	100.0	99.83030382	99.28005365	99.86511341	99.88108306	99.75539811	100.0	0.55859375	0.12597656	-0.65625	0.671875	0.103515625	0.024902344	-0.49804688	0.25195312	-0.07470703	-0.52734375	0.25195312	0.095214844	-0.34960938	-0.006225586	-0.06738281	0.75	-0.28320312	0.0859375	-0.20117188	-0.16113281	-0.10253906	0.2421875	-0.15039062	-0.022705078	-0.20507812	-0.42773438	-0.52734375	0.609375	-0.24414062	-0.83984375	0.005706787	-0.25976562	-0.61328125	-0.36328125	0.33007812	-0.23242188	0.045898438	0.08154297	-0.59765625	0.0077209473	0.390625	0.76953125	-0.33789062	-0.73828125	-0.017211914	0.3203125	-0.087890625	-0.47070312	0.61328125	0.55078125	-0.31640625	-0.060302734	0.49023438	0.29296875	0.56640625	-0.17285156
GT_11737	-3.0646771256488337	2.871657048	2.595933708	5.219281272	4.06172787	3.43608742	4.038116762	4.582747655	4.115539576	3.674423363	3.968005889	3.352887407	4.129346261	4.416135043	4.943997081	3.71899761	2.622737869	3.566156622	4.059148992	3.675792203	3.758292897	3.017863052	4.626071907	6.39758733	3.159111169	2.061802374	2.400835708	10.56985202	0.0	5.29240587	5.610921534	3.734549923	4.127331389	3.659407002	1.754377193	4.73137568	2.793492864	7.003142113	5.405597942	4.840530912	6.265548571	3.599986766	5.493896451	3.81329556	6.749891251	4.769063707	6.262019599	5.670141567	4.95961395	6.499839814	6.382797482	5.754019743	5.406672169	7.092177878	5.091793605	4.859076114	3.029881145	0.54296875	0.119140625	-0.6484375	0.671875	0.10205078	0.022705078	-0.484375	0.26757812	-0.076171875	-0.5234375	0.24707031	0.100097656	-0.3359375	0.00092697144	-0.05859375	0.75390625	-0.28515625	0.08154297	-0.19628906	-0.16113281	-0.0859375	0.2421875	-0.15039062	-0.033447266	-0.20703125	-0.42773438	-0.53125	0.61328125	-0.25585938	-0.84375	-0.0010299683	-0.26367188	-0.60546875	-0.3515625	0.33007812	-0.22949219	0.052490234	0.07373047	-0.6015625	0.0039367676	0.3828125	0.7578125	-0.34179688	-0.73828125	-0.009094238	0.31835938	-0.07910156	-0.48046875	0.61328125	0.54296875	-0.3125	-0.067871094	0.5	0.30273438	0.5703125	-0.17480469
GT_13999	2.198333625662095	97.50447148	100.0	100.0		77.35042735			91.92368565				83.51158645			89.33825	80.55555556		90.06410256	83.92672859	85.97826087													96.249925		64.0476217	75.42610559			100.0	92.73917288	94.89196334	91.54771706			90.89026915	92.78833654		92.2972973				97.59616026	91.61181086			100.0	0.55078125	0.1484375	-0.56640625	0.63671875	0.12597656	-0.0020446777	-0.5	0.25	-0.05053711	-0.5625	0.21289062	0.099609375	-0.44335938	-0.053955078	-0.045898438	0.703125	-0.296875	0.027709961	-0.17089844	-0.1796875	-0.040283203	0.20800781	-0.1328125	0.028442383	-0.18652344	-0.45703125	-0.50390625	0.59375	-0.26953125	-0.7734375	0.021118164	-0.25976562	-0.58984375	-0.3125	0.30859375	-0.22753906	0.07519531	0.10205078	-0.58984375	-0.005126953	0.33203125	0.77734375	-0.41210938	-0.69921875	0.0009918213	0.30273438	-0.079589844	-0.46289062	0.625	0.53125	-0.3203125	-0.031982422	0.48632812	0.28710938	0.59765625	-0.19824219
GT_14105	-5.43376156440349	0.173963631	0.17470488	0.260829057	0.384710502	0.188051087	0.578220583	0.467445034	0.38103459	0.759922159	0.499850044	0.182828984	0.24878504	0.476810852	0.459481423	0.220876032	0.169599796	0.11174602	0.302596667	0.397916538	0.28053762	0.085847643	0.36670407	0.35065366	0.738440125	1.882065778	0.157949669	0.4348	0.529079365	0.285908357	0.517998058	0.226262009	0.366634614	0.256699396	0.759057697	0.351197708	0.276419994	0.745026773	1.016002856	0.639036289	0.26336068	0.340475599	0.472632115	0.573308791	0.46683819	0.325279142	0.257282713	0.346099626	0.154907348	0.579719572	0.618501184	0.411873797	0.150245466	0.420008919	0.649040677	0.511215778	1.100382876	0.55078125	0.14257812	-0.62109375	0.64453125	0.111816406	0.0012969971	-0.4921875	0.25	-0.07324219	-0.53125	0.24707031	0.08691406	-0.38085938	-0.01977539	-0.049804688	0.75	-0.27929688	0.06542969	-0.19921875	-0.15820312	-0.06640625	0.24316406	-0.14160156	-0.025268555	-0.19628906	-0.43945312	-0.5078125	0.62109375	-0.2734375	-0.81640625	0.00021648407	-0.27148438	-0.61328125	-0.36328125	0.32421875	-0.23925781	0.060546875	0.078125	-0.59765625	0.0066223145	0.3671875	0.765625	-0.36132812	-0.7578125	-0.009460449	0.3203125	-0.099121094	-0.47265625	0.6171875	0.5390625	-0.33007812	-0.051513672	0.49609375	0.29882812	0.58203125	-0.1875
GT_14550	5.815980312893233	99.80165115	99.95041915	99.85801829	99.65805818	99.91628205	99.82567522	99.80720208	99.8358123	99.95608648	99.68208538	99.70116588	99.57708052	99.19683899	98.85811729	99.68578289	99.69305322	99.58185682	99.52745538	99.65730407	99.53966499	99.7262743	99.83953036	99.84193161	99.48549805	98.93084792	99.61501132	100.0	100.0	99.79311686	99.87437573	99.81706166	99.85254105	99.88090019	99.72344525	99.73201095	99.88091169	99.69187391	99.88863402	99.84332823	99.84804204	99.31241155	99.80220987	99.7729272	99.93015274	99.80189519	99.80420843	99.77350261	99.8210644	99.8096526	99.78674899	99.89111863	98.19260392	99.86656231	99.80098016	99.80303887	99.62002008	0.53125	0.13769531	-0.61328125	0.62890625	0.10888672	-0.022583008	-0.48242188	0.26367188	-0.08105469	-0.5234375	0.24902344	0.07421875	-0.37109375	-0.0038757324	-0.029785156	0.7578125	-0.27734375	0.06542969	-0.20507812	-0.14355469	-0.029052734	0.24707031	-0.14550781	-0.044189453	-0.20117188	-0.43945312	-0.5	0.64453125	-0.296875	-0.80078125	-0.012329102	-0.28320312	-0.6015625	-0.3671875	0.32226562	-0.2421875	0.059814453	0.063964844	-0.6171875	0.012268066	0.35742188	0.75390625	-0.37304688	-0.77734375	-0.00970459	0.31640625	-0.111816406	-0.484375	0.6171875	0.51953125	-0.33203125	-0.063964844	0.50390625	0.31835938	0.58984375	-0.20507812
GT_14996	1.3584285863455363	84.81529117	69.21293171	68.66096866	87.99284767	79.16904093	84.00608088		81.27087961		83.32049826	93.74557349	83.15628491	88.89030852	83.99024255	89.20181258	91.95297303	90.99635364	87.8283032	82.76315789	71.36057574	90.92543707	82.49681522	52.0						73.03703704	84.59259259	66.19045055		83.5960961		66.31944444				83.77306977			63.33524246			71.92881745		65.625	75.51464706			81.17647059	76.98412698	84.88485086				0.546875	0.11816406	-0.6640625	0.671875	0.099609375	0.028930664	-0.48632812	0.25976562	-0.083496094	-0.51953125	0.25390625	0.09423828	-0.3203125	0.00793457	-0.061523438	0.76171875	-0.28320312	0.09082031	-0.20214844	-0.15527344	-0.09814453	0.25	-0.15429688	-0.03881836	-0.20996094	-0.41992188	-0.5390625	0.62109375	-0.25	-0.85546875	-0.0073242188	-0.265625	-0.61328125	-0.36523438	0.33007812	-0.22851562	0.04345703	0.071777344	-0.6015625	0.004852295	0.39453125	0.7578125	-0.33203125	-0.75390625	-0.013305664	0.3203125	-0.083984375	-0.47851562	0.609375	0.546875	-0.31640625	-0.072265625	0.5	0.30078125	0.5625	-0.16699219
GT_15504	1.6772564608156284	97.56076458	97.80012694	87.53481847	82.87009344	89.89872678	83.73453347	83.6215162	84.78005088	90.47619444	72.9123793	73.28950631	78.28431172	78.41457541	81.54696816	79.01612706	82.19017506	81.39722243	78.92442235	77.5501601	81.80106628	75.87904734	77.40427515	84.97071333	76.77538313		84.41115279			88.80339609	84.45410237	85.23372497	87.17515322	84.60108112	90.1501009	84.33965818	81.78036632	83.67642883	77.91328968	84.53681957	86.76434516	84.90008589	83.28144777	84.51880719	83.23316771	86.43368589	79.12514769	84.44069258	91.72157677	91.93884826	91.24801457	86.22579363	89.70203279	88.12554255	84.331193	84.67614639	89.09180682	0.5546875	0.12597656	-0.66015625	0.6640625	0.10058594	0.017822266	-0.49414062	0.25195312	-0.080566406	-0.5234375	0.2578125	0.09033203	-0.33398438	0.0021209717	-0.05810547	0.76171875	-0.28125	0.091796875	-0.203125	-0.15429688	-0.09423828	0.25390625	-0.14941406	-0.036621094	-0.20996094	-0.42382812	-0.52734375	0.625	-0.25195312	-0.84375	-0.0029449463	-0.26757812	-0.6171875	-0.37304688	0.33007812	-0.23632812	0.040283203	0.076660156	-0.6015625	0.010925293	0.39257812	0.765625	-0.33398438	-0.7578125	-0.017211914	0.328125	-0.09765625	-0.4765625	0.61328125	0.55078125	-0.3203125	-0.064453125	0.4921875	0.29296875	0.5625	-0.17285156
GT_16701	4.977461096048331	95.40159901	99.80192982	99.47090555	99.2918183	99.59801034	99.55050353	99.64995819	99.6896441	99.82971503	99.52715478	99.70139307	99.21997221	97.18471776	95.62632318	99.7159855	99.81925742	99.58526855	99.75206567	99.34272532	99.72370762	99.71730524	99.84370465	99.52099386	99.5203045	99.25520317	99.8927869	99.53165606	99.65551752	99.64515509	99.61329284	99.69844095	99.6883279	99.78742994	99.0962891	99.08500082	99.6356321	99.48336994	99.40617067	99.16400966	99.65135634	98.46395403	99.42687809	99.53419165	99.69675344	99.35329073	99.39870096	98.99975158	99.22264392	99.61185878	99.45200397	99.44006396	99.64465667	99.35313734	99.61698177	99.58513833	98.49692567	0.54296875	0.11425781	-0.671875	0.67578125	0.091796875	0.025878906	-0.48242188	0.27148438	-0.08251953	-0.515625	0.26171875	0.09375	-0.31054688	0.014160156	-0.060791016	0.765625	-0.28320312	0.095703125	-0.20703125	-0.15429688	-0.09814453	0.25585938	-0.15429688	-0.052490234	-0.21582031	-0.41796875	-0.5390625	0.625	-0.25390625	-0.85546875	-0.008178711	-0.265625	-0.61328125	-0.3671875	0.33789062	-0.23242188	0.045898438	0.06542969	-0.609375	0.009033203	0.40039062	0.7578125	-0.328125	-0.75	-0.018066406	0.32421875	-0.08984375	-0.484375	0.609375	0.54296875	-0.31054688	-0.076171875	0.50390625	0.30664062	0.55859375	-0.171875
GT_16848	2.678398128601512	92.49554465	100.0	95.48151044	89.9719169	92.5	93.74388799	93.05503834	94.71623239		94.80113636	87.14922959	92.67763076	91.10105581	90.35250974	94.41980293	86.87641671	93.44291764	97.9323396	87.8787782	91.50288594	89.3115942	81.69856459	92.48364161								97.72727273	89.12776413			97.91666667			100.0	94.10574853		92.48847926	92.22872764		100.0		97.22222222		100.0		100.0	100.0	96.28947776	88.39528378			93.14323836	0.55859375	0.12402344	-0.6640625	0.6796875	0.1015625	0.04321289	-0.5078125	0.2578125	-0.07470703	-0.53125	0.25390625	0.10644531	-0.34375	-0.01586914	-0.07910156	0.7421875	-0.2890625	0.08984375	-0.19433594	-0.17382812	-0.11767578	0.23535156	-0.15527344	-0.016357422	-0.20703125	-0.42773438	-0.5390625	0.59765625	-0.23046875	-0.84765625	0.013549805	-0.25	-0.6171875	-0.35742188	0.33984375	-0.23046875	0.041259766	0.091308594	-0.5859375	0.0054626465	0.40039062	0.77734375	-0.33398438	-0.72265625	-0.026489258	0.31445312	-0.08203125	-0.46875	0.61328125	0.55859375	-0.30664062	-0.056396484	0.49023438	0.28320312	0.5546875	-0.16699219
GT_17901	4.45438857351643	97.46090729	99.49192558	99.15448268	98.34402454	99.5711424	97.21210862	97.34428789	98.51221304	100.0	99.52304095	98.93844203	99.80620155	97.93242204	98.17913121	97.92492399	98.55418714	98.93541015	98.43369334	99.12808378	97.89772727	97.06752327	99.32315975	98.93684947			98.08147433	100.0	100.0	98.69189053	98.40551495	98.86427595	99.1759762	99.47287538	100.0	99.06847122	99.19285439	98.96085506	100.0	99.17913872	98.18016339	98.74647095	99.4262804	98.6340318	96.76672384	99.61723779	98.16566688	99.28294257	99.29421195	99.09028565	99.37345993	98.01322367	98.83541643	99.49632257	99.57603081	98.66988368	100.0	0.53125	0.14941406	-0.55078125	0.62109375	0.12890625	-0.029418945	-0.47460938	0.265625	-0.063964844	-0.546875	0.21484375	0.095214844	-0.4296875	-0.03491211	-0.025146484	0.72265625	-0.29101562	0.022949219	-0.18066406	-0.16699219	0.0031585693	0.22949219	-0.12988281	0.0023040771	-0.1953125	-0.45507812	-0.4921875	0.6171875	-0.29882812	-0.76953125	0.0031433105	-0.27539062	-0.578125	-0.31445312	0.30664062	-0.22753906	0.084472656	0.07519531	-0.61328125	-0.005859375	0.31640625	0.75390625	-0.42382812	-0.73046875	0.012145996	0.30273438	-0.08154297	-0.48046875	0.62890625	0.515625	-0.32226562	-0.040039062	0.50390625	0.31445312	0.609375	-0.21191406
GT_19080	-4.045097479141137	0.714292314	1.070370772	2.310635009	2.078726752	1.359091379	1.927971808	1.706524493	1.980222067	1.596494658	0.643881148	0.888727113	0.868577659	1.380834549	1.3462078	1.858312425	0.330718341	1.425587786	1.738041412	1.462706542	1.17995127	0.892225817	1.839445325	2.199316208	2.117375768	2.078109708	1.087481114	0.574741379	1.818227273	1.426201236	2.015182286	1.803161835	1.825009624	1.362143714	2.795201433	2.183255043	1.689148891	0.523570681	2.391765887	2.088781702	1.939122853	1.557699479	2.262739228	2.554210213	2.724785424	1.459079449	1.526976936	1.890751304	1.849424326	2.704644212	2.784258979	1.446554533	2.377313558	2.389906474	2.095633689	2.254087957	1.962348044	0.53125	0.12158203	-0.640625	0.65234375	0.100097656	-0.0045166016	-0.4765625	0.2734375	-0.08496094	-0.51953125	0.25195312	0.08886719	-0.33398438	0.011352539	-0.036376953	0.765625	-0.28125	0.075683594	-0.20605469	-0.14257812	-0.05078125	0.2578125	-0.15039062	-0.047607422	-0.21191406	-0.4296875	-0.5234375	0.64453125	-0.28320312	-0.828125	-0.01928711	-0.27734375	-0.6015625	-0.36132812	0.32226562	-0.23535156	0.0546875	0.059326172	-0.62109375	0.006500244	0.375	0.75	-0.35546875	-0.76953125	-0.0039978027	0.3203125	-0.09472656	-0.49023438	0.6171875	0.53125	-0.32226562	-0.072265625	0.5078125	0.31835938	0.58203125	-0.18652344
GT_19936	5.011089770386124	100.0	100.0	99.20038243	99.27831241	99.574083	98.54475981	98.82003168	98.06688382	100.0	99.75544408	99.60367846	99.53674221	99.29259367	99.53153549	99.01322341	98.98196025	100.0	99.43810908	99.53012871	99.14340762	98.58717516	99.18949984	99.48169718	99.45966155	100.0	99.51658185	100.0	100.0	99.03975969	98.65809317	99.83140603	98.80844416	99.19884364	100.0	99.1487496	99.70445167	99.6194059	99.39736109	99.23730911	100.0	98.09087159	99.49121492	99.68370344	99.41855768	99.50402716	98.95578044	99.279467	99.46720792	99.22244632	98.82924724	99.13926298	99.89447812	99.46212929	98.53405757	99.13092927	98.63754995	0.54296875	0.15429688	-0.56640625	0.625	0.12890625	-0.01184082	-0.48828125	0.25390625	-0.06347656	-0.546875	0.22070312	0.09326172	-0.4296875	-0.040527344	-0.039794922	0.71875	-0.28710938	0.031982422	-0.18652344	-0.17285156	-0.026611328	0.22363281	-0.13183594	0.00491333	-0.1875	-0.45703125	-0.49023438	0.60546875	-0.28710938	-0.7734375	0.012268066	-0.27148438	-0.58984375	-0.33007812	0.31445312	-0.22949219	0.07861328	0.084472656	-0.59765625	0.0015563965	0.33203125	0.76953125	-0.40820312	-0.73046875	0.0016403198	0.30273438	-0.08984375	-0.47070312	0.625	0.5234375	-0.32617188	-0.037353516	0.49609375	0.30664062	0.60546875	-0.20507812
GT_20181	-6.52826674774664	0.028048152	0.065126953	0.165960682	0.168130213	0.121485057	0.185976043	0.139961799	0.355981165	0.228869565	0.051574106	0.107837634	0.128590553	0.04353958	0.06378566	0.105905481	0.04307149	0.042260473	0.070106163	0.063372835	0.097898939	0.051893369	0.127827429	0.185969199	0.098110902	0.11687251	0.082038758	0.324746753	0.0	0.239134914	0.196105783	0.135072058	0.216827191	0.16031036	0.097671875	0.135533445	0.064629867	0.156595973	0.149262435	0.115754354	0.273630716	0.103953301	0.249635553	0.19513075	0.123033534	0.106251136	0.215157514	0.39435053	0.297581338	0.170013813	0.106285159	0.171137121	0.079880798	0.14489366	0.194833089	0.24423333	0.170820753	0.5390625	0.11279297	-0.66015625	0.67578125	0.09765625	0.024780273	-0.47851562	0.27148438	-0.080078125	-0.51953125	0.25195312	0.10253906	-0.32226562	0.003829956	-0.06347656	0.7578125	-0.2890625	0.08300781	-0.20117188	-0.15917969	-0.09277344	0.25	-0.15332031	-0.033447266	-0.21679688	-0.41601562	-0.5390625	0.61328125	-0.25195312	-0.85546875	-0.008728027	-0.2578125	-0.6015625	-0.3515625	0.32617188	-0.22460938	0.046875	0.071777344	-0.60546875	0.0006828308	0.38867188	0.75390625	-0.33984375	-0.734375	-0.014343262	0.31640625	-0.075683594	-0.48242188	0.609375	0.5390625	-0.30664062	-0.067871094	0.50390625	0.30273438	0.5625	-0.16894531
GT_20260	5.826825142707804	99.85707388	99.95777449	99.48952912	99.65000279	99.9038103	99.57232563	99.57470974	99.48161941	99.86376022	99.65069513	99.6886533	99.71589514	99.60199253	99.68828966	99.71500431	99.69865437	99.81146336	99.71994512	99.83745221	99.69670235	99.89762526	99.82062662	99.4908467	99.7654927	99.80457751	99.91289459	99.52838679	100.0	99.72764047	99.8089046	99.88023981	99.8346319	99.76929878	100.0	99.74638651	99.79824995	99.6052865	99.80186864	99.4564484	99.78504085	99.77385524	99.49219286	99.83333788	99.82888584	99.46653855	99.74122598	98.84281815	99.27795135	99.57123364	99.77074012	99.8422023	99.58558046	99.79971838	99.84546983	99.81458245	99.44682239	0.5390625	0.11669922	-0.65625	0.66796875	0.09814453	0.017333984	-0.484375	0.265625	-0.08251953	-0.515625	0.25976562	0.09277344	-0.32421875	0.007659912	-0.055664062	0.765625	-0.27734375	0.09375	-0.20800781	-0.15234375	-0.09082031	0.25390625	-0.15136719	-0.04711914	-0.2109375	-0.421875	-0.52734375	0.625	-0.25585938	-0.84375	-0.0046691895	-0.27148438	-0.61328125	-0.36914062	0.33203125	-0.23535156	0.046142578	0.068847656	-0.60546875	0.009521484	0.39257812	0.75390625	-0.33203125	-0.75390625	-0.01586914	0.32226562	-0.087402344	-0.47851562	0.609375	0.54296875	-0.31445312	-0.07080078	0.49804688	0.3046875	0.56640625	-0.17480469
